Chicken NCBI gene ID	Chicken gene name	GEISHA ID	Ensembl ID	GO ids	stages	locations
374142	WNT3	Wnt3.Chapman.2004	ENSGALG00000001079		4,5	"Primitive Streak"
374142	WNT3	Wnt3.Chapman.2008	ENSGALG00000001079		3,8,9,10,11,12	"Unlabeled","Primitive Streak","Forebrain","Tail","Central Nervous System"
374142	WNT3	Wnt3.Quinlan.2009	ENSGALG00000001079		13,16,20	"Isthmus/MHB","Midbrain","Forebrain","Hindbrain"
374142	WNT3	WNT3.Robertson.2004	ENSGALG00000001079		1,12,14,17,18,19,21	"Unlabeled","Neural Plate/Tube","Spinal Cord","Diencephalon"
374142	WNT3	WNT3.Sienknecht.2009	ENSGALG00000001079		20,23	"Ear/Otic Placode"
374142	WNT3	WNT3.UApcr	ENSGALG00000001079		17,18,20,21,25,26	"Myelencephalon","Midbrain","Mesencephalon","Forebrain","Spinal Cord","Metencephalon","Hindbrain","Diencephalon"
374146	ERG	ERG.Singh.2016	ENSGALG00000016058	GO:0006351,GO:0005634,GO:0030529,GO:0043565,GO:0003700	all,28,31,34,36,38	"Limb Buds"
374146	ERG	ERG.UApcr	ENSGALG00000016058	GO:0006351,GO:0005634,GO:0030529,GO:0043565,GO:0003700	4,5,8,9,11,12,13,21,23	"Wing","Blood Islands","Head Mesenchyme","Unlabeled","Allantois","Blood Vessels","Somites","Pharyngeal Arches and Clefts","Leg","Area Opaca"
374146	ERG	pgm2n.pk011.i24	ENSGALG00000016058	GO:0006351,GO:0005634,GO:0030529,GO:0043565,GO:0003700	22,25	"Heart","Head Mesenchyme","Leg Mesenchyme","Somites","Pharyngeal Arches and Clefts","Wing Mesenchyme"
374147	BMPR2	BMPR-2.Hyre.2003			11	"Eye"
374147	BMPR2	BMPR2.Ishii.2010			16	"Heart","Proepicardium"
374147	BMPR2	BMPR2.UApcr			4,5,6,7,13,18,19,21,27	"Heart","Heart Tube","Lateral Plate Mesoderm","Outflow Tract","Head Mesenchyme","Unlabeled","Oral Pharynx","Ear/Otic Placode","Extraembryonic Mesoderm","Allantois","Intermediate Mesoderm","Ventricles","Atria","Notochord","Leg Mesenchyme","Midbrain","Somatic Mesoderm","Sinus Venosus","Spinal Ganglia and Nerves","Amnion","extraembryonic ectoderm","Foregut","Nasal Placode/Nerve","Cranial Ganglia","Forebrain","Somites","Sclerotome","Widespread Expression","Extraembryonic Blood Vessels","Tail","Pharyngeal Arches and Clefts","Hindgut","Face Mesenchyme","Neural Plate/Tube","Pharynx","Wing Mesenchyme","Spinal Cord","Hindbrain","Myotome","Splanchnic Mesoderm"
374147	BMPR2	BmprII.Ashique.2002			30,32,44	"Surface Ectoderm","Face Mesenchyme"
374147	BMPR2	BRK‐3.Belecky-Adams.2001			18,34,44	"Retina","Eye","Lens"
374148	SOX9	Sox9.Abzhanov.2004		GO:0006351,GO:0006355,GO:0071300,GO:0005634,GO:0003677,GO:0001658,GO:0003170,GO:0008584	36	"Face Mesenchyme"
374148	SOX9	Sox9.Baranski.2000		GO:0006351,GO:0006355,GO:0071300,GO:0005634,GO:0003677,GO:0001658,GO:0003170,GO:0008584	31,34	"Leg Bones"
374148	SOX9	Sox‐9.Barlow.1999		GO:0006351,GO:0006355,GO:0071300,GO:0005634,GO:0003677,GO:0001658,GO:0003170,GO:0008584	26,28,44	"Leg"
374148	SOX9	Sox9.Bendall.2003		GO:0006351,GO:0006355,GO:0071300,GO:0005634,GO:0003677,GO:0001658,GO:0003170,GO:0008584	23,26,44	"Wing Bones","Trunk Mesenchyme","Neural Plate/Tube"
374148	SOX9	Sox9.Bendall.2004		GO:0006351,GO:0006355,GO:0071300,GO:0005634,GO:0003677,GO:0001658,GO:0003170,GO:0008584	23,26	"Sclerotome","Wing Mesenchyme"
374148	SOX9	Sox9.Chimal-Monroy.2003		GO:0006351,GO:0006355,GO:0071300,GO:0005634,GO:0003677,GO:0001658,GO:0003170,GO:0008584	22,24,26,31	"Leg Mesenchyme","Leg Bones"
374148	SOX9	SOX9.Domowicz.2011		GO:0006351,GO:0006355,GO:0071300,GO:0005634,GO:0003677,GO:0001658,GO:0003170,GO:0008584	37,41	"Mesencephalon"
374148	SOX9	SOX9.Ferronha.2013		GO:0006351,GO:0006355,GO:0071300,GO:0005634,GO:0003677,GO:0001658,GO:0003170,GO:0008584	10	"Neural Crest"
374148	SOX9	SOX9.García-Andrés.2010		GO:0006351,GO:0006355,GO:0071300,GO:0005634,GO:0003677,GO:0001658,GO:0003170,GO:0008584	31	"Leg Bones"
374148	SOX9	SOX9.Hu.2012		GO:0006351,GO:0006355,GO:0071300,GO:0005634,GO:0003677,GO:0001658,GO:0003170,GO:0008584	8	"Neural Crest","Neural Plate/Tube"
374148	SOX9	SOX9.Malashichev.2005		GO:0006351,GO:0006355,GO:0071300,GO:0005634,GO:0003677,GO:0001658,GO:0003170,GO:0008584	26,27,28,29	"Limb Buds","Paraxial Mesoderm"
374148	SOX9	Sox9.McKeown.2005		GO:0006351,GO:0006355,GO:0071300,GO:0005634,GO:0003677,GO:0001658,GO:0003170,GO:0008584	10,18	"Notochord","Somites","Neural Crest"
374148	SOX9	Sox9.Montero.2007		GO:0006351,GO:0006355,GO:0071300,GO:0005634,GO:0003677,GO:0001658,GO:0003170,GO:0008584	28	"Leg Bones"
374148	SOX9	SOX9.Szele.2002		GO:0006351,GO:0006355,GO:0071300,GO:0005634,GO:0003677,GO:0001658,GO:0003170,GO:0008584	24,25,31,37	"Telencephalon"
374148	SOX9	Sox9.Theodosiou.2005		GO:0006351,GO:0006355,GO:0071300,GO:0005634,GO:0003677,GO:0001658,GO:0003170,GO:0008584	22,23,25,26,32,37	"Lung","Endoderm","Gizzard","Gut","Somites","Pancreas","Duodenum","Hindgut"
374148	SOX9	SOX9.Thompson.2010b		GO:0006351,GO:0006355,GO:0071300,GO:0005634,GO:0003677,GO:0001658,GO:0003170,GO:0008584	18,24	"Eye","Nasal Placode/Nerve","Pharyngeal Arches and Clefts"
374148	SOX9	Sox9.Tiecke.2006		GO:0006351,GO:0006355,GO:0071300,GO:0005634,GO:0003677,GO:0001658,GO:0003170,GO:0008584	35	"Lateral Plate Mesoderm","Wing Mesenchyme"
374148	SOX9	SOX9.Watanabe.2009		GO:0006351,GO:0006355,GO:0071300,GO:0005634,GO:0003677,GO:0001658,GO:0003170,GO:0008584	12	"Somites","Neural Plate/Tube"
374150	ID4	pgp1n.pk014.c19			5,11,12,14,16,21,22,24	"Extraembryonic","Eye","Notochord","Endoderm","Surface Ectoderm","Midbrain","Forebrain","Spinal Cord","Hindbrain"
374155	ST8SIA4	ST8SIA4.UApcr			4,5,7,8,9,10,11,12,16,17,19,25,26,27	"Liver","Head Mesenchyme","Unlabeled","Eye","Oral Pharynx","Notochord","Leg Mesenchyme","Midbrain","Somatic Mesoderm","Sinus Venosus","Spinal Ganglia and Nerves","Foregut","Forebrain","Sclerotome","Pharyngeal Arches and Clefts","Neural Plate/Tube","Wing Mesenchyme","Spinal Cord","Hindbrain"
374156	DKK1	Dickkopf1.Chapman.2002	ENSGALG00000003814		2,3,4,5	"Head Process","Epiblast","Primitive Streak","Early Endoderm","Notochord","Hensen's Node","Hypoblast","Area Opaca"
374156	DKK1	Dkk1.Abe.2006	ENSGALG00000003814		19	"Midbrain","Forebrain","Somites"
374156	DKK1	DKK1.Anderson.2020	ENSGALG00000003814		5,8,9	"Anterior Intestinal Portal","Primitive Streak","Early Endoderm","Notochord","Endoderm","extraembryonic endoderm","Early Mesoderm","Hensen's Node","Forebrain","Somites","Hypoblast","Headfold","Neural Plate/Tube","Pharynx"
374156	DKK1	Dkk1.Chapman.2004	ENSGALG00000003814		4,5	"Primitive Streak","Mesoderm, early","Hensen's Node","Forebrain","Neural Plate/Tube"
374156	DKK1	Dkk1.Chapman.2008	ENSGALG00000003814		1,2,3,4,5,6,7,8,9,10,11,17	"Head Process","Lateral Plate Mesoderm","Pineal Gland","Head Mesenchyme","Anterior Intestinal Portal","Unlabeled","Epiblast","Primitive Streak","Notochord","Midbrain","Area Pellucida","Hensen's Node","Forebrain","Somites","Tail","Pharyngeal Arches and Clefts","Headfold","Hypoblast","Neural Plate/Tube","Pharynx","Area Opaca","Spinal Cord","Hindbrain","Paraxial Mesoderm","Germinal Crescent"
374156	DKK1	DKK1.Foley.2000	ENSGALG00000003814		XII,2,4	"Hypoblast"
374156	DKK1	DKK1.Geetha-Loganathan.2009	ENSGALG00000003814		18,21,24,28	"Eye","Surface Ectoderm","Nasal Placode/Nerve","Pharyngeal Arches and Clefts","Face Mesenchyme"
374156	DKK1	DKK1.Lee.2020	ENSGALG00000003814		X,XII,XIV,all	"Epiblast","Area Pellucida","Kohler's Sickle","Hypoblast","Area Opaca"
374156	DKK1	Dkk-1.Manisastry.2006	ENSGALG00000003814		4,11	"Lateral Plate Mesoderm","Unlabeled"
374156	DKK1	DKK1.Sienknecht.2009	ENSGALG00000003814		16,20,23	"Ear/Otic Placode"
374157	NRP2	Neuropilin-2			6,7,9	"Blood Islands","Midbrain","Mesoderm, early","Blood Vessels","Forebrain","Somites","Neural Plate/Tube"
374157	NRP2	Neuropilin2.Riley.2010			13,17,20	"Brainstem Nuclei","Isthmus/MHB","Midbrain","Hindbrain"
374157	NRP2	Np2a.Davey.2007			25	"Wing","Veins"
374157	NRP2	NP2.Herzog.2005			9,11,15	"Blood Islands","Somites","Widespread Expression","Veins","Tail","Area Opaca","Central Nervous System","Cardinal Veins","Paraxial Mesoderm"
374157	NRP2	Npn2.Gammill.2005			31	"Somites","Sclerotome","Neural Crest","Dermomyotome"
374157	NRP2	NPN2.Gammill.2007			7,8,10,13	"Head Mesenchyme","Ear/Otic Placode","Early Endoderm","Somatic Mesoderm","Somites","Neural Crest","Dermomyotome","Neural Plate/Tube"
374157	NRP2	NPN2.Mauti.2006			18,22,25,30,35,40	"Notochord","Spinal Ganglia and Nerves","Dermomyotome","Spinal Cord"
374163	HSP90B1	C22	ENSGALG00000012726	GO:0005783,GO:0006950,GO:0051082,GO:0006457,GO:0005524,GO:0005788	5,10,22	"Head Process","Head Mesenchyme","Area Pellucida"
374163	HSP90B1	HSP108.Tonegawa.2003	ENSGALG00000012726	GO:0005783,GO:0006950,GO:0051082,GO:0006457,GO:0005524,GO:0005788	20	"Dermatome","Notochord","Sclerotome","Nephric Tubules","Neural Plate/Tube"
374168	WNT7A	Wnt7A.Altabef.2002	ENSGALG00000005123		17	"Leg Ectoderm","Wing Ectoderm","Ectoderm","Somites"
374168	WNT7A	Wnt7a.Baranski.2000	ENSGALG00000005123		34	"Leg Mesenchyme"
374168	WNT7A	WNT7A.Bond.2003	ENSGALG00000005123		21,34,36,40	"Heart","Ventricles","Atria","Wing Ectoderm","Myocardium"
374168	WNT7A	Wnt7a.Chapman.2008	ENSGALG00000005123		3,4,5,8,9,10	"Head Process","Unlabeled","Epiblast","Primitive Streak","Midbrain","Hensen's Node","Neural Plate/Tube"
374168	WNT7A	Wnt7a.Fokina.2006	ENSGALG00000005123		23,27,31	"Eye","Lens","Spinal Cord"
374168	WNT7A	WNT7A.Holmes.2003	ENSGALG00000005123		12,16,17,20,22,44	"Leg Ectoderm","Wing Ectoderm","Limb Buds","Spinal Cord"
374168	WNT7A	Wnt7a.Michon.2007	ENSGALG00000005123		30	"Surface Ectoderm","Feathers/Scutae"
374168	WNT7A	WNT7A.Sanders.2002	ENSGALG00000005123		27	"Midbrain"
374168	WNT7A	WNT7A.Sienknecht.2009	ENSGALG00000005123		1,25,30	"Ear/Otic Placode"
374168	WNT7A	Wnt7a.Theodosiou.2003	ENSGALG00000005123		24	"Gizzard","Foregut"
374168	WNT7A	WNT7A.UApcr	ENSGALG00000005123		11,13,17,23,25,42	"Feathers/Scutae","Midbrain","Leg Ectoderm","Wing Ectoderm","Lens","Pharyngeal Arches and Clefts","Neural Plate/Tube","Spinal Cord"
374173	SLIT3	SLIT3.Battisti.2008	ENSGALG00000001916		14,17,23,27,32	"Ear/Otic Placode"
374173	SLIT3	SLIT3.Giovannone.2012	ENSGALG00000001916		12	"Neural Plate/Tube"
374173	SLIT3	SLIT3.Hasan.2010	ENSGALG00000001916		5	"Midbrain"
374173	SLIT3	Slit3.Holmes.2001	ENSGALG00000001916		19,22,25,29,30,32	"Retina","Notochord","Surface Ectoderm","Cranial Ganglia","Forebrain","Sclerotome","Pharyngeal Arches and Clefts","Ear/Otic Placcode","Neural Plate/Tube","Wing Mesenchyme","Hindbrain"
374173	SLIT3	Slit3.Riley.2010	ENSGALG00000001916		14,18,21	"Unlabeled","Midbrain"
374173	SLIT3	SLIT3.Schwend.2012	ENSGALG00000001916		27,36	"Eye","Lens"
374173	SLIT3	Slit3.Vargesson.2001	ENSGALG00000001916		20,24,26,28,32,44	"Leg AER","Limb Buds","Paraxial Mesoderm"
374175	CAMK2A	CAMK2A	ENSGALG00000005621		6,8,10,11,17,19,21,22,26	"Heart","Head Mesenchyme","Midbrain","Forebrain","Trunk Mesenchyme","Neural Plate/Tube","Hindbrain"
374177	HIF1A	ChEST818o24	ENSGALG00000011870	GO:0006351,GO:0045893,GO:0046983,GO:0004871,GO:0035035,GO:0005634,GO:0003677,GO:0005737,GO:0001666,GO:0003700	12,13,15,19	"Oral Pharynx","Intermediate Mesoderm","Surface Ectoderm","Spinal Ganglia and Nerves","Widespread Expression","Pharyngeal Arches and Clefts","Ear/Otic Placcode"
374177	HIF1A	HIF1&#945;.Etchevers.2003	ENSGALG00000011870	GO:0006351,GO:0045893,GO:0046983,GO:0004871,GO:0035035,GO:0005634,GO:0003677,GO:0005737,GO:0001666,GO:0003700	10,11,12,14,17,18,19,20,30	"Retina","Head Mesenchyme","Oral Pharynx","Midbrain","Forebrain","Renal","Pharyngeal Arches and Clefts","Telencephalon","Neural Plate/Tube","Pharynx","Wing Mesenchyme","Hindbrain","Diencephalon"
374177	HIF1A	Hif1alpha.Ota.2007	ENSGALG00000011870	GO:0006351,GO:0045893,GO:0046983,GO:0004871,GO:0035035,GO:0005634,GO:0003677,GO:0005737,GO:0001666,GO:0003700	4,5,6,7,8,9,10,12,14	"Epiblast","Early Endoderm","Intermediate Mesoderm","Notochord","Surface Ectoderm","Gut","Area Pellucida","Ectoderm","Somites","Widespread Expression","Neural Plate/Tube"
374177	HIF1A	HIF-1a.Nanka.2006	ENSGALG00000011870	GO:0006351,GO:0045893,GO:0046983,GO:0004871,GO:0035035,GO:0005634,GO:0003677,GO:0005737,GO:0001666,GO:0003700	22,28	"Midbrain","Forebrain","Pharyngeal Arches and Clefts","Limb Buds","Hindbrain"
374177	HIF1A	HIF1a.Singh.2016	ENSGALG00000011870	GO:0006351,GO:0045893,GO:0046983,GO:0004871,GO:0035035,GO:0005634,GO:0003677,GO:0005737,GO:0001666,GO:0003700	all,28,31,34,36,38	"Limb Buds"
374178	TIMP2	TIMP-2.Brauer.2002	ENSGALG00000027070	GO:0008191,GO:0005576,GO:0046872	12,15,19,25,44	"Endocardium","Aorta","Ventricles","Sinus Venosus","Myocardium","Epicardium"
374178	TIMP2	TIMP-2.Linask.2005	ENSGALG00000027070	GO:0008191,GO:0005576,GO:0046872	1	"Heart","Endocardium","Myocardium","Splanchnic Mesoderm"
374178	TIMP2	TIMP2.UApcr	ENSGALG00000027070	GO:0008191,GO:0005576,GO:0046872	4,5,6,9,13,14,18,20	"Heart","Heart Tube","Eye","Epiblast","Aorta","Primitive Streak","Intermediate Mesoderm","Notochord","Leg Mesenchyme","Proepicardium","Midbrain","extraembryonic endoderm","Sinus Venosus","Amnion","Blood Vessels","Ectoderm","Hensen's Node","Forebrain","Somites","Sclerotome","Neural Crest","Extraembryonic Blood Vessels","Neural Plate/Tube","Wing Mesenchyme","Area Opaca","Rhombomeres","Myotome"
374179	IRF4	IRF4.UApcr	ENSGALG00000012830		18,22,25	"Head Mesenchyme","Somites","Pharyngeal Arches and Clefts"
374180	ENAH	MENA.Kee.2007			9,11	"Midbrain","Forebrain","Neural Crest","Neural Plate/Tube","Rhombomeres","Hindbrain"
374182	ROCK2	ROCK2.UApcr			10,13,16,17,21,24,27	"Lung","Head Mesenchyme","Unlabeled","Notochord","Midbrain","Sinus Venosus","Mesonephros","Foregut","Forebrain","Sclerotome","Tail","Pharyngeal Arches and Clefts","Neural Plate/Tube","Spinal Cord","Hindbrain"
374185	IRX1	IRX1.Abello.2010			1	"Ear/Otic Placode"
374185	IRX1	IRX1.Khudyakov.2009			4	"Placcode"
374185	IRX1	IRX1.UApcr			3,4,6,7,8,9,10,11,16,18,21,22,25,26	"Heart","Lateral Plate Mesoderm","Lung","Endocardium","Eye","Ear/Otic Placode","Primitive Streak","Leg Mesenchyme","Gut","Midbrain","Area Pellucida","Spinal Ganglia and Nerves","Ectoderm","Forebrain","Pharyngeal Arches and Clefts","Nephric Ducts","Neural Plate/Tube","Wing Mesenchyme","Spinal Cord","Hindbrain"
374185	IRX1	IRX3.GarciaCampmany.2007			18	"Spinal Cord"
374187	PTCH2	PTC2.Aglyamova.2007	ENSGALG00000010133		5,10,17,26	"Head Process","Isthmus/MHB","Notochord","Midbrain","Hensen's Node","Somites","Neural Plate/Tube","Hindbrain"
374187	PTCH2	PTC2.Davey.2006	ENSGALG00000010133		20	"Spinal Cord","Splanchnic Mesoderm"
374187	PTCH2	PTC2.Dunn.2011	ENSGALG00000010133		27	"Limb Buds"
374187	PTCH2	PTC2.Pearse.2001	ENSGALG00000010133		5,8,15,19,20,21,22,23,24,25,27,30	"Wing Bones","Lateral Plate Mesoderm","Leg AER","Early Embryo","Primitive Streak","Endoderm","Feathers/Scutae","Gut","Hensen's Node","Somites","Pharyngeal Arches and Clefts","Wing AER","Limb Buds","Leg Bones","Neural Plate/Tube","Wing Mesenchyme"
374187	PTCH2	Ptc2.Scherz.2007	ENSGALG00000010133		21,24	"Leg"
374187	PTCH2	PTC2.Sjödal.2008	ENSGALG00000010133		all,6,9,10,13,17,20,24	"Ectoderm","Diencephalon"
374187	PTCH2	PTCH2.UAlinear	ENSGALG00000010133		3,4,6,7,8,9,10,11,14,15,16,22,23,24	"Lateral Plate Mesoderm","Head Process","Mesoderm","Head Mesenchyme","Anterior Intestinal Portal","Oral Pharynx","Allantois","Primitive Streak","Notochord","Endoderm","Gut","Area Pellucida","Blood Vessels","Hensen's Node","Somites","Tail","Pharyngeal Arches and Clefts","Limb Buds","Neural Plate/Tube","Paraxial Mesoderm"
374193	GAPDH	GAPDH.Lin.2012B	ENSGALG00000014442	GO:0017148,GO:0008017,GO:0071346,GO:0042802,GO:0006094,GO:0006096,GO:0051287,GO:0005634,GO:0005975,GO:0030529,GO:0005811,GO:0051402,GO:0005737,GO:0044281,GO:0015630,GO:0043066,GO:0004365,GO:0070062,GO:0005829,GO:0000740,GO:0000226,GO:0050661,GO:0005886,GO:0035606,GO:0050821,GO:0035605	12,17,19,23,26,29,34,36,40	"Heart","Lung","Liver","Dermis","Ubiquitous Embryonic","Notochord","Feathers/Scutae","Gizzard","Gut","Spinal Ganglia and Nerves","Blood Vessels","Somites","Widespread Expression","Renal","Central Nervous System","Spinal Cord"
374196	PDGFA	ChEST1037j8			4,6,8,11,16,17,20	"Wing","Lateral Plate Mesoderm","Nasal Placcode/Nerve","Head Mesenchyme","Anterior Intestinal Portal","Extraembryonic","Epiblast","Allantois","Leg Mesenchyme","Surface Ectoderm","Somatopleure","Ectoderm","Pharyngeal Arches and Clefts","Dermomyotome","Face Mesenchyme","Neural Plate/Tube","Leg","Area Opaca","Paraxial Mesoderm"
374196	PDGFA	PDGFA.Chapman.2006			19	"Ear/Otic Placcode"
374196	PDGFA	PDGFA.McCabe.2008			8,10	"Early Endoderm","Endoderm","Ectoderm","Neural Plate/Tube"
374196	PDGFA	PDGFA.Smith.2005			30,33,35	"Ovary","Gonad","Testis"
374196	PDGFA	PDGFA.YANG.2008			3,4,5,6,7,8	"Epiblast","Early Mesoderm","Neural Plate/Tube"
374199	JAK2	JAK2.Tao.2020	ENSGALG00000015027	GO:0007165,GO:0020037,GO:0019221,GO:0060397,GO:0005634,GO:0005856,GO:0016020,GO:0046777,GO:0042977,GO:0012505,GO:0035401,GO:0030218,GO:0005524,GO:0042393,GO:0035409,GO:0004713,GO:0004715	all,28,30,34,35,36	"Unlabeled","Feathers/Scutae"
374199	JAK2	JAK2.UApcr	ENSGALG00000015027	GO:0007165,GO:0020037,GO:0019221,GO:0060397,GO:0005634,GO:0005856,GO:0016020,GO:0046777,GO:0042977,GO:0012505,GO:0035401,GO:0030218,GO:0005524,GO:0042393,GO:0035409,GO:0004713,GO:0004715	4,5,6,7,9,13,16,18,21,22,28	"Dermatome","Heart","Liver","Lung","Blood Islands","Head Mesenchyme","Unlabeled","Eye","Allantois","Leg Mesenchyme","Somatic Mesoderm","Midbrain","Spinal Ganglia and Nerves","Mesonephros","Foregut","Forebrain","Somites","Sclerotome","Widespread Expression","Tail","Pharyngeal Arches and Clefts","Neural Plate/Tube","Wing Mesenchyme","Spinal Cord","Ubiquitous","Hindbrain"
374201	PITX1	ChEST656i21		GO:0006351,GO:0005634,GO:0007275,GO:0043565,GO:0003700	4,5,6,7,9,10,12,14,15,16,18,25	"Lateral Plate Mesoderm","Head Process","Extraembryonic","Eye","Oral Pharynx","Allantois","Endoderm","Leg Mesenchyme","Gut","extraembryonic endoderm","Spinal Ganglia and Nerves","Amnion","extraembryonic ectoderm","Foregut","Pituitary (Rudiment)","Midgut","Forebrain","Extraembryonic Blood Vessels","Pharyngeal Arches and Clefts","Dermomyotome","Headfold","Hindgut","Face Mesenchyme","Pharynx","Wing Mesenchyme","Leg","Area Opaca","Spinal Cord"
374201	PITX1	PITX1.Brito.2006		GO:0006351,GO:0005634,GO:0007275,GO:0043565,GO:0003700	21	"Pharyngeal Arches and Clefts"
374201	PITX1	Pitx1.Holleville.2007		GO:0006351,GO:0005634,GO:0007275,GO:0043565,GO:0003700	38	"Face Mesenchyme"
374201	PITX1	PITX1.Parkinson.2010		GO:0006351,GO:0005634,GO:0007275,GO:0043565,GO:0003700	21,27,32,36	"Pituitary (Rudiment)"
374201	PITX1	PITX1.Szeto.1999		GO:0006351,GO:0005634,GO:0007275,GO:0043565,GO:0003700	16,17,20,22,24,25,29	"Leg"
374202	TBX3	pgm2n.pk008.e12		GO:0006351,GO:0008595,GO:0046884,GO:0045892,GO:0030540,GO:0035115,GO:0005634,GO:0045787,GO:0043565,GO:0045662,GO:0043066,GO:0008284,GO:0042733,GO:0001501,GO:0032275,GO:0007569,GO:0048332,GO:0030539,GO:0003700	4,5,6	"Extraembryonic Mesoderm","Early Endoderm","Primitive Streak","extraembryonic endoderm","Early Mesoderm","extraembryonic mesoderm","Headfold"
374202	TBX3	TBX2.SzaboRogers.2009		GO:0006351,GO:0008595,GO:0046884,GO:0045892,GO:0030540,GO:0035115,GO:0005634,GO:0045787,GO:0043565,GO:0045662,GO:0043066,GO:0008284,GO:0042733,GO:0001501,GO:0032275,GO:0007569,GO:0048332,GO:0030539,GO:0003700	15	"Eye","Ear/Otic Placode","Nasal Placode/Nerve","Pharyngeal Arches and Clefts"
374202	TBX3	TBX3.Fisher.2008		GO:0006351,GO:0008595,GO:0046884,GO:0045892,GO:0030540,GO:0035115,GO:0005634,GO:0045787,GO:0043565,GO:0045662,GO:0043066,GO:0008284,GO:0042733,GO:0001501,GO:0032275,GO:0007569,GO:0048332,GO:0030539,GO:0003700	22	"Pineal Gland","Ear/Otic Placode","Trunk Mesenchyme","Pharyngeal Arches and Clefts","Limb Buds"
374202	TBX3	Tbx3.Gibson-Brown.1998		GO:0006351,GO:0008595,GO:0046884,GO:0045892,GO:0030540,GO:0035115,GO:0005634,GO:0045787,GO:0043565,GO:0045662,GO:0043066,GO:0008284,GO:0042733,GO:0001501,GO:0032275,GO:0007569,GO:0048332,GO:0030539,GO:0003700	15,21,44	"Wing","Lateral Plate Mesoderm","Eye","Ear/Otic Placode","Allantois","Somites","Pharyngeal Arches and Clefts","Dermomyotome","Neural Plate/Tube","Leg"
374202	TBX3	TBX3.Tumpel.2002		GO:0006351,GO:0008595,GO:0046884,GO:0045892,GO:0030540,GO:0035115,GO:0005634,GO:0045787,GO:0043565,GO:0045662,GO:0043066,GO:0008284,GO:0042733,GO:0001501,GO:0032275,GO:0007569,GO:0048332,GO:0030539,GO:0003700	14,17,19,20,21,22,23,24,26,28,30,44	"Wing","Lateral Plate Mesoderm","Leg AER","Leg Mesenchyme","Leg Muscles","Tail","Wing Muscles","Limb Buds","Wing Mesenchyme","Leg"
374202	TBX3	TBX3.UApcr		GO:0006351,GO:0008595,GO:0046884,GO:0045892,GO:0030540,GO:0035115,GO:0005634,GO:0045787,GO:0043565,GO:0045662,GO:0043066,GO:0008284,GO:0042733,GO:0001501,GO:0032275,GO:0007569,GO:0048332,GO:0030539,GO:0003700	7,8,10,11,13,14,15,20,23,25,26	"Lateral Plate Mesoderm","Lung","Head Mesenchyme","Anterior Intestinal Portal","Extraembryonic","Eye","Oral Pharynx","Ear/Otic Placode","Intermediate Mesoderm","Notochord","Endoderm","Leg Mesenchyme","Somatic Mesoderm","Spinal Ganglia and Nerves","Amnion","extraembryonic ectoderm","Foregut","Nasal Placode/Nerve","Ectoderm","Midgut","Hensen's Node","Valves","Somites","Neural Crest","Tail","Pharyngeal Arches and Clefts","Face Mesenchyme","Neural Plate/Tube","Wing Mesenchyme"
374202	TBX3	Tbx3.Yamada.2000		GO:0006351,GO:0008595,GO:0046884,GO:0045892,GO:0030540,GO:0035115,GO:0005634,GO:0045787,GO:0043565,GO:0045662,GO:0043066,GO:0008284,GO:0042733,GO:0001501,GO:0032275,GO:0007569,GO:0048332,GO:0030539,GO:0003700	5,8,10,20	"Heart Tube","Lateral Plate Mesoderm","Primitive Streak","Veins"
374205	CDX2	CDX2.Pernaute.2010			1,2	"Unlabeled","Area Opaca"
374205	CDX2	CDX2.UApcr			4,5,6,8,9,10,11,18,20,22,24,25	"Lateral Plate Mesoderm","Extraembryonic Mesoderm","Primitive Streak","Early Mesoderm","Foregut","Midgut","Sclerotome","Stomach","Duodenum","Neural Plate/Tube","Paraxial Mesoderm"
374206	SAP18	SAP18.Sheeba.2007	ENSGALG00000017129		10,12,14	"Primitive Streak","Early Mesoderm","Somites","Neural Plate/Tube"
374207	HDAC4	HDAC4.UApcr	ENSGALG00000004288	GO:0006351,GO:0008134,GO:0016575,GO:0045892,GO:0032041,GO:0030183,GO:0046969,GO:0097372,GO:0000118,GO:0006325,GO:0004407,GO:0042113,GO:0045843,GO:0007399,GO:0046970,GO:0046872,GO:0016568,GO:0006954	3,4,5,6,7,8,9,10,11,14,15,21,23	"Heart","Lateral Plate Mesoderm","Liver","Endocardium","Outflow Tract","Head Mesenchyme","Extraembryonic","Eye","Extraembryonic Mesoderm","Primitive Streak","Intermediate Mesoderm","Notochord","Leg Mesenchyme","Gut","Midbrain","Somatic Mesoderm","Area Pellucida","Foregut","Forebrain","Somites","Trunk Mesenchyme","Sclerotome","Extraembryonic Blood Vessels","Pharyngeal Arches and Clefts","Headfold","Neural Plate/Tube","Wing Mesenchyme","Spinal Cord","Hindbrain"
374208	PTPRG	RPTPGAMMA.Chilton.2000	ENSGALG00000007177	GO:0004725,GO:0016021	all,26,28,34,36	"Spinal Cord"
374208	PTPRG	RPTPγ.Gustafson.2000	ENSGALG00000007177	GO:0004725,GO:0016021	4,5,7,10,11,12,16,17,18,19,20,21,24,44	"Primitive Streak","Midbrain","Spinal Ganglia and Nerves","Cranial Ganglia","Somites","Neural Crest","Dermomyotome","Headfold","Neural Plate/Tube","Central Nervous System","Spinal Cord","Rhombomeres","Hindbrain","Cranial PNS","Diencephalon","Paraxial Mesoderm"
